name,response
Linux Auditd Preload Hijack Via Preload File,"SEARCH Linux Auditd events that record file path activity
| FILTER events where type equals ""PATH""
| FILTER events where the file path field (name) starts with ""/etc/ld.so.preload"" (supports wildcard match such as ""/etc/ld.so.preload*"")
| DERIVE dest = host
| GROUP events BY name, nametype, ogid, type, dest
| COMPUTE count = total number of events per group, firstTime = earliest event timestamp per group, lastTime = latest event timestamp per group
| FORMAT firstTime and lastTime as human-readable timestamps
| APPLY allowlist filters to exclude known benign or authorized modifications to the preload file
| OUTPUT name, nametype, ogid, type, dest, count, firstTime, lastTime"
Detect SharpHound File Modifications,"SEARCH endpoint filesystem activity events (file create/modify/access) from endpoint telemetry
| FILTER records where file_name matches any of:
  - wildcard ""*bloodhound.zip"" (case-insensitive)
  - wildcard ""*_computers.json""
  - wildcard ""*_gpos.json""
  - wildcard ""*_domains.json""
  - wildcard ""*_users.json""
  - wildcard ""*_groups.json""
  - wildcard ""*_ous.json""
  - wildcard ""*_containers.json""
| GROUP BY action, dest, file_access_time, file_create_time, file_hash, file_modify_time, file_name, file_path, file_acl, file_size, process_guid, process_id, user, vendor_product
| COMPUTE event_count per group, firstTime = minimum event_time per group, lastTime = maximum event_time per group
| DERIVE firstTime_readable and lastTime_readable as human-readable representations of firstTime and lastTime
| APPLY environment-specific suppression or allowlist rules to remove known-benign paths, processes, or users (optional)
| OUTPUT grouped fields plus event_count, firstTime, lastTime, firstTime_readable, lastTime_readable"
Detect Rundll32 Inline HTA Execution,
Services Escalate Exe,
Windows Service Deletion In Registry,
Linux Auditd Nopasswd Entry In Sudoers File,"SEARCH Linux Auditd events containing process title data | FILTER events where the proctitle field contains the string ""NOPASSWD"" | SELECT fields: proctitle, host, event timestamp | GROUP records by proctitle and host | COMPUTE event_count for each group and first_time = minimum(event timestamp) and last_time = maximum(event timestamp) | FORMAT first_time and last_time into human-readable timestamps | APPLY environment-specific allowlists or suppression rules to exclude known benign modifications | OUTPUT proctitle, host, event_count, first_time, last_time"
Powershell Fileless Script Contains Base64 Encoded Content,"SEARCH events from the PowerShell Script Block Logging data source | FILTER records where EventCode equals 4104 | FILTER records where ScriptBlockText contains ""FromBase64String"" OR ScriptBlockText contains ""gnirtS46esaBmorF"" | COALESCE missing values in fields [dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText] to empty placeholders | GROUP records by [dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText] | COMPUTE event_count = count of records per group, firstTime = earliest event_time per group, lastTime = latest event_time per group | DERIVE firstTime_readable and lastTime_readable as human-readable representations of firstTime and lastTime | APPLY optional environment-specific allowlist/false-positive filters (for example on ScriptBlockText, Path, user_id, or signature) | OUTPUT fields [dest, signature"
Windows Credentials from Password Stores Creation,"SEARCH process execution events from endpoint telemetry (e.g., Sysmon Event ID 1, Windows Security 4688, EDR process logs) within the desired time range |
FILTER events where process_name equals ""cmdkey.exe"" OR original_file_name equals ""cmdkey.exe"" (case-insensitive) |
FILTER events where command_line contains ""/generic"" (case-insensitive) |
FILTER events where command_line contains ""/user"" OR command_line contains ""/password"" (case-insensitive) |
SELECT fields: timestamp, action, host, original_file_name, parent_process_name, parent_process_path, parent_process_id, parent_process_guid, parent_process_executable, process_name, process_path, process_id, process_guid, process_executable, process_hash, process_integrity_level, command_line, user, user_id, vendor_product |
GROUP records by action, host, original_file_name, parent_process_name, parent_process_path, parent_process_id, parent_process_guid, parent_process_executable, process_name, process_path, process_id, process_guid, process_executable, process_hash, process_integrity"
Windows DotNet Binary in Non Standard Path,
Set Default PowerShell Execution Policy To Unrestricted or Bypass,"SEARCH endpoint telemetry for registry value modification events
| PARSE each event to extract at minimum: event_time, host, user, process_id, process_guid, action, status, vendor_product, registry_path, registry_value_name, registry_value_data, registry_value_type
| DERIVE registry_hive and registry_key_name from registry_path (e.g., split hive from the remainder; last path segment as key name as appropriate for your schema)
| FILTER registry_path contains ""\Software\Microsoft\Powershell\1\ShellIds\Microsoft.PowerShell"" (case-insensitive)
| FILTER registry_value_name equals ""ExecutionPolicy"" (case-insensitive)
| FILTER registry_value_data is one of [""Unrestricted"", ""Bypass""] (case-insensitive)
| FILTER action indicates a registry value was created/updated (e.g., SetValue, CreateValue, Write) if such a field is available
| GROUP BY host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_data, registry_value_type, action, status, user, vendor_product
| COMPUTE event_count = COUNT(), first_seen_time = MIN(event_time), last_seen_time = MAX(event_time)
| OUTPUT event_count, first_seen_time, last_seen_time, host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_data, registry_value_type, action, status, user, vendor_product"
PowerShell Loading DotNET into Memory via Reflection,
Registry Keys for Creating SHIM Databases,"SEARCH endpoint registry modification events from hosts/endpoints

| FILTER records where registry_path contains ""\CurrentVersion\AppCompatFlags\Custom"" OR"
Short Lived Windows Accounts,
Remcos client registry install entry,"SEARCH endpoint registry activity logs from hosts, including events for registry key/value creation and modification (e.g., Sysmon Event IDs 12 and 13) within the desired time window
| FILTER records where registry_path contains ""\Software\Remcos""
| PARSE fields: timestamp, action, host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user, vendor_product
| GROUP records by action, host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user, vendor_product
| COMPUTE event_count = count(records), first_seen_time = minimum(timestamp), last_seen_time = maximum(timestamp)
| APPLY optional allowlist or environment-specific filters to exclude known benign activity if defined
| OUTPUT action, host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user, vendor_product, event_count, first_seen_time, last_seen_time"
Windows DLL Side-Loading In Calc,
Powershell Get LocalGroup Discovery with Script Block Logging,"SEARCH PowerShell Script Block Logging telemetry from Windows endpoints | FILTER records where EventCode equals 4104 | FILTER records where ScriptBlockText contains the substring ""get-localgroup"" (case-insensitive) | HANDLE MISSING by substituting a placeholder value for nulls in fields [dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText] | GROUP records by [dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText] | COMPUTE metrics: count of records as eventCount, earliest event time as firstTime, latest event time as lastTime | DER"
Detect Certify With PowerShell Script Block Logging,
Windows Administrative Shares Accessed On Multiple Hosts,
Windows Event Log Cleared,"SEARCH Windows Security and System event logs within the desired time range
| FILTER records where (channel equals ""Security"" AND event_id equals 1102) OR (channel equals ""System"" AND event_id equals 104)
| GROUP records by action, application, change_type, destination, device, event_name, object_attributes, object_category, signature, signature_id, source_user, status, subject, user, vendor_product, object, event_id
| COMPUTE for each group: total_count, firstTime as earliest event_time, lastTime as latest event_time
| FORMAT firstTime and lastTime as human-readable timestamps
| APPLY suppression rules to remove known benign log-clearing activity (for example, expected admin actions or maintenance windows)
| OUTPUT the grouped attributes along with total_count, firstTime, and lastTime"
